ID,RAdeg,DECdeg,Hmag,PhotFlag,Class_star,AGNflag,zphot,zspec,q_zspec,r_zspec,zbest,zphot_l68,zphot_u68,zphot_l95,zphot_u95,zAGN,M_neb_med,s_neb_med,M_med,s_med,M_14a_cons,M_11a_tau,M_6a_tau^NEB,M_13a_tau,M_12a_tau,M_6a_tau,M_2a_tau,M_15a,M_10c,M_14a_lin,M_14a_deltau,M_14a_tau,M_14a_inctau,M_14a,M_neb_med_lin,s_neb_med_lin,M_med_lin,s_med_lin
16452,215.1552441,53.0488021,23.3402,0,0.01,0,1.61,-99.0,-99,-99,1.61,1.32,1.76,1.09,1.98,-99.0,9.5803,0.081448,9.52928,0.153115,9.4989,9.66178,9.58115,9.61,9.3715,9.44855,9.745,9.43111,9.47,9.40716,9.49267,9.48398,9.49506,9.48398,9.58455,0.0806,9.5297,0.16974
16454,215.2019484,53.0823521,25.5409,0,0.02,0,1.245,-99.0,-99,-99,1.245,1.41,1.93,1.17,2.14,-99.0,8.4581,0.169839,8.38431,0.070074,8.2033,8.54298,8.37328,8.54,8.3856,8.39322,8.364,8.40461,6.98,8.07711,8.19737,8.25174,8.16723,8.20341,8.37328,0.17522,8.39422,0.07026
16460,214.775633,52.7793174,23.3823,0,0.0,0,1.634,-99.0,-99,-99,1.634,1.48,1.65,1.42,1.79,-99.0,9.7181,0.182051,9.71572,0.160006,9.5373,9.89889,9.75527,9.73,9.6497,9.71096,10.012,9.60097,9.61,9.42596,9.60346,9.61505,9.52967,9.61505,9.75469,0.17102,9.72059,0.21197
16461,215.2050998,53.0846886,26.6439,0,0.1,0,1.035,-99.0,-99,-99,1.035,0.69,2.38,0.27,2.97,-99.0,7.772,0.223691,7.658,0.320566,7.5854,7.98583,7.95847,8.02,7.5078,7.48359,7.296,7.96788,6.22,7.48225,7.52221,7.60807,7.554,7.58553,7.83023,0.15333,7.79205,0.27873
16463,215.0025761,52.9421191,26.6704,0,0.35,0,0.72,-99.0,-99,-99,0.72,0.86,2.48,0.29,3.06,-99.0,6.9596,0.119675,6.99169,0.10015,7.0968,6.93988,6.86177,7.03,7.0132,6.85382,7.125,6.95338,6.64,6.9878,7.01903,7.12113,7.06493,7.09685,6.99497,0.13457,7.0132,0.09441
16465,215.1572699,53.0508311,24.5306,0,0.0,0,1.863,-99.0,-99,-99,1.863,1.36,2.0,1.12,2.2,-99.0,9.1865,0.031796,9.2164,0.223884,9.1547,9.21823,9.18808,9.33,8.8693,9.25091,9.471,9.1819,9.15,9.08794,9.17111,9.16729,9.14323,9.16729,9.18761,0.03171,9.26695,0.19233
16475,215.1821141,53.0685174,25.1517,0,0.28,0,2.301,-99.0,-99,-99,2.301,2.24,2.55,1.93,2.69,-99.0,8.9928,0.704769,9.22086,0.059389,8.9127,9.07279,7.77996,9.25,9.2205,9.17493,9.146,9.29572,9.2,8.70754,8.8433,9.01629,8.84682,9.01629,8.79334,0.40013,9.2205,0.06054
16476,215.1311259,53.0326683,24.4252,0,0.0,0,1.535,-99.0,-99,-99,1.535,1.32,1.52,1.22,1.61,-99.0,8.979,0.04309,9.07881,0.094368,8.9952,9.0016,8.92397,9.18,8.9317,9.03262,9.125,9.06826,8.99,8.8694,9.0737,9.04925,8.97216,9.04925,8.99519,0.04133,9.06826,0.09185
16480,215.1255115,53.0289089,25.6408,0,0.02,0,1.741,-99.0,-99,-99,1.741,1.34,2.03,0.98,2.45,-99.0,8.8647,0.111396,8.83263,0.085383,8.6971,8.86472,8.908,8.91,8.841,8.93646,8.718,8.82426,8.76,8.60157,8.64726,8.7128,8.66481,8.6972,8.84068,0.10163,8.841,0.0778
16486,214.7491784,52.7620657,25.613,0,0.37,0,1.496,-99.0,-99,-99,1.496,1.13,2.24,0.74,2.58,-99.0,8.3697,0.171022,8.56626,0.193318,8.2081,8.46675,8.53122,8.51,8.5115,8.62253,8.864,8.33919,7.76,8.07203,8.16792,8.2626,8.16228,8.20818,8.39904,0.1602,8.51075,0.22958
16490,215.0736465,52.9921382,23.9856,0,0.0,0,2.098,-99.0,-99,-99,2.098,1.55,2.23,1.34,2.36,-99.0,9.4782,0.061841,9.53754,0.092549,9.3753,9.47821,9.48615,9.66,9.404,9.54307,9.544,9.49654,9.43,9.29632,9.38857,9.46466,9.35017,9.46466,9.43425,0.06189,9.54354,0.09701
16492,215.0290752,52.9610134,25.5782,0,0.36,0,1.408,-99.0,-99,-99,1.408,1.02,1.83,0.33,2.18,-99.0,8.1018,0.540199,8.67597,0.08973,8.3567,8.62161,7.58206,8.72,8.6371,8.71483,8.785,8.55139,8.54,8.18773,8.31263,8.51093,8.29517,8.51093,8.35852,0.25571,8.68052,0.08706
16494,214.9524293,52.9064008,24.5478,0,0.0,0,2.095,-99.0,-99,-99,2.095,1.43,2.23,1.21,2.42,-99.0,9.1306,0.104442,9.13013,0.118465,9.0247,9.21994,9.05805,9.34,9.0348,9.10106,9.083,9.15921,9.06,8.94701,9.01668,9.05711,9.00278,9.05711,9.13319,0.12359,9.12277,0.15091
16495,214.8691127,52.847653,26.5803,0,0.35,0,1.358,-99.0,-99,-99,1.358,0.74,3.19,0.27,5.52,-99.0,7.4398,0.374193,8.17615,0.576868,7.8136,7.4692,7.06595,8.2,8.7275,8.1682,7.137,8.1121,8.74,7.66327,7.75278,7.88285,7.77866,7.66327,7.58398,0.3081,8.17637,0.57076
16500,214.9850931,52.929401,23.8137,0,0.0,0,1.709,-99.0,-99,-99,1.709,1.84,2.23,1.65,2.38,-99.0,10.2662,0.237361,10.3276,0.246024,9.9678,10.4056,10.3458,10.36,9.8812,10.3524,10.547,10.3027,10.05,9.85418,10.013,10.0142,9.95667,10.0142,10.2397,0.21363,10.3524,0.19931
16504,215.0972888,53.0089107,25.176,0,0.35,0,1.333,-99.0,-99,-99,1.333,0.83,2.31,0.26,2.84,-99.0,8.2251,0.197142,8.52245,0.340178,8.4164,8.14255,8.03383,8.72,8.3249,8.31027,9.059,8.29084,8.68,8.28236,8.31711,8.44548,8.37222,8.28236,8.20862,0.19021,8.56176,0.48805
16508,214.8140319,52.8085175,26.8529,0,0.37,0,2.365,-99.0,-99,-99,2.365,0.94,2.93,0.32,3.42,-99.0,8.1483,0.097396,8.33584,0.479219,8.1074,8.24282,8.05385,8.45,8.1669,8.22167,9.31,8.2267,8.51,7.96802,8.02061,8.15103,8.06208,8.10751,8.15853,0.0971,8.35255,0.47922
16510,215.0700412,52.9893393,23.7221,0,0.0,0,1.674,-99.0,-99,-99,1.674,1.46,1.75,1.38,1.93,-99.0,9.6024,0.103186,9.62675,0.144899,9.5058,9.69907,9.66521,9.65,9.3651,9.62675,9.745,9.52082,9.46,9.4022,9.54761,9.56533,9.49975,9.54761,9.61311,0.08718,9.5902,0.13501
16512,215.0047856,52.9439706,25.5276,0,0.02,0,1.598,-99.0,-99,-99,1.598,1.31,2.05,1.05,2.32,-99.0,8.4556,0.098666,8.51698,0.11007,8.3637,8.51792,8.54741,8.55,8.3458,8.59095,8.616,8.46349,8.4,8.24744,8.3733,8.40253,8.33417,8.3733,8.46519,0.09613,8.50889,0.10207
16514,214.7672295,52.7751596,25.9225,0,0.06,0,1.91,-99.0,-99,-99,1.91,1.3,2.38,0.94,2.69,-99.0,8.4252,0.198442,8.60166,0.131124,8.3082,8.61176,8.23855,8.69,8.5412,8.45071,8.762,8.50393,8.13,8.18378,8.23811,8.33509,8.26781,8.30833,8.46407,0.22546,8.60685,0.13774
16516,215.0757117,52.994077,25.3349,0,0.08,0,1.683,-99.0,-99,-99,1.683,1.18,1.98,0.29,2.33,-99.0,8.7739,0.099217,8.86996,0.206535,8.7192,8.77391,8.91174,8.94,8.6844,8.87239,9.233,8.79504,8.34,8.59992,8.77494,8.80808,8.68596,8.80808,8.80077,0.09888,8.87354,0.2692
16518,214.8900922,52.8626832,26.6733,0,0.47,0,2.012,-99.0,-99,-99,2.012,0.84,3.11,0.31,3.82,-99.0,7.866,0.794707,8.66,0.070467,7.9339,8.58899,7.00732,8.66,8.5659,8.67843,8.761,8.63833,7.4,7.80576,7.83955,7.94799,7.89492,7.80576,8.29919,0.4361,8.66468,0.07221
16520,215.1037695,53.013477,24.2994,0,0.0,0,1.76,-99.0,-99,-99,1.76,1.5,1.96,1.33,2.14,-99.0,9.158,0.081564,9.1247,0.240912,9.0639,9.17219,9.22376,9.23,9.0194,9.16791,9.507,8.86498,9.16,8.9878,9.01698,9.07235,9.03939,9.06406,9.15116,0.07999,9.13734,0.26294
16523,215.0764016,52.9938027,23.3784,0,0.0,0,1.818,-99.0,-99,-99,1.818,1.68,1.93,1.59,2.03,-99.0,10.5889,0.150397,10.6639,0.253182,10.4443,10.7336,10.5177,10.75,10.5257,10.5778,11.168,10.7074,10.63,10.3237,-99.0,-99.0,10.4364,-99.0,10.5677,0.19962,10.7074,0.43219
16524,214.9920041,52.9346908,25.3588,0,0.0,0,2.378,-99.0,-99,-99,2.378,1.71,2.73,1.04,2.97,-99.0,9.0566,0.036807,9.15139,0.146858,9.0201,9.09318,9.04883,9.22,9.1011,9.08279,9.43,9.09816,9.21,8.91687,8.98176,9.07066,8.98632,9.07066,9.05819,0.03723,9.15679,0.18685
16529,215.0756461,52.9938791,25.2402,0,0.36,0,1.926,-99.0,-99,-99,1.926,1.48,2.17,1.3,2.48,-99.0,8.8381,0.068498,9.002,0.100966,8.7701,8.83753,8.90709,9.05,9.1517,8.92962,8.954,8.90944,9.02,8.65343,8.75045,8.82228,8.73725,8.82228,8.84397,0.06905,9.00465,0.11352
16537,215.1850206,53.0710079,26.5988,0,0.37,0,1.825,-99.0,-99,-99,1.825,1.0,2.46,0.32,3.11,-99.0,8.4095,0.112558,8.55324,0.124416,8.3036,8.47573,8.51534,8.51,8.5371,8.59649,8.786,8.46833,8.76,8.19116,8.23272,8.32549,8.27172,8.30373,8.42226,0.10889,8.53712,0.14916
16538,214.8290274,52.8192393,25.6531,1,0.35,0,1.578,-99.0,-99,-99,1.578,1.54,2.0,1.37,2.19,-99.0,7.6035,0.365365,7.90231,0.390203,7.9673,7.23965,7.54506,7.95,7.9391,7.85382,8.766,7.85463,8.22,7.80046,7.81258,7.97731,7.92328,7.80046,7.48644,0.31092,7.94458,0.3902
16542,214.7853744,52.7881169,25.7786,0,0.35,0,2.022,-99.0,-99,-99,2.022,1.43,2.49,0.94,2.79,-99.0,8.7564,0.221979,8.91806,0.186707,8.5877,9.03148,8.81889,8.98,8.9181,8.81571,9.286,8.85603,9.26,8.44488,8.51732,8.64639,8.5373,8.58776,8.86395,0.20591,8.92242,0.27474
16545,214.8252002,52.8166357,26.0146,0,0.43,0,2.3,-99.0,-99,-99,2.3,1.15,2.6,0.5,2.94,-99.0,8.2654,0.207779,8.74421,0.158898,8.2717,8.47316,8.05767,8.76,8.7259,8.4062,8.785,8.76252,8.3,8.14078,8.18538,8.29478,8.22925,8.27181,8.31331,0.19458,8.7446,0.11385
16553,214.9895292,52.9333918,25.8965,0,0.08,0,2.349,-99.0,-99,-99,2.349,1.62,2.8,0.98,3.14,-99.0,8.8394,0.200169,8.722,0.129743,8.6401,8.87251,9.03862,8.9,8.6116,8.61909,8.722,8.58481,8.65,8.53347,8.55654,8.65017,8.61543,8.64022,8.88356,0.18646,8.6703,0.15794
16554,214.7850179,52.7872945,23.8923,0,0.0,0,1.576,-99.0,-99,-99,1.576,1.39,1.85,1.2,2.01,-99.0,9.1591,0.107062,9.19348,0.140966,9.0713,9.25343,9.06483,9.21,9.1123,9.17696,9.446,9.09524,9.25,8.9858,9.07049,9.06336,9.06097,9.07144,9.16929,0.10575,9.17047,0.18602
16557,215.1998246,53.0809541,25.0705,0,0.0,0,1.882,-99.0,-99,-99,1.882,1.38,2.04,1.15,2.29,-99.0,8.9766,0.034359,9.06185,0.055204,8.9458,9.00747,8.95037,9.13,8.9937,9.08884,9.018,9.03763,7.88,8.85733,8.95583,8.97485,8.92065,8.97485,8.97774,0.03438,9.06399,0.05647
16559,214.8624402,52.8428958,24.7826,0,0.35,0,2.207,-99.0,-99,-99,2.207,2.14,2.73,1.86,3.08,-99.0,9.9084,0.452322,10.2486,0.134637,9.9084,10.3332,9.42911,10.29,10.1443,10.2785,10.473,10.1472,10.41,9.7622,9.78886,9.95924,9.85335,9.7622,10.0046,0.34804,10.2554,0.1664
16560,214.8892635,52.8618476,24.8941,0,0.76,0,2.279,-99.0,-99,-99,2.279,1.89,2.44,1.34,2.63,-99.0,8.3235,0.544506,9.0041,0.128823,8.7505,8.80908,7.83803,9.1,9.0041,8.90536,9.191,8.8882,8.94,8.58811,8.64891,8.81038,8.69525,8.75058,8.55216,0.37927,9.06011,0.13811
16566,215.0920608,53.0050939,24.1905,0,0.0,0,1.768,-99.0,-99,-99,1.768,1.42,2.08,1.34,2.31,-99.0,9.2725,0.019176,9.36201,0.190821,9.2714,9.29167,9.25334,9.49,9.244,9.23401,9.691,9.36665,9.31,9.13402,9.38792,9.35508,9.23079,9.35508,9.27141,0.01917,9.38419,0.23758
16574,214.7636065,52.7724538,24.1973,0,0.0,0,1.768,-99.0,-99,-99,1.768,1.53,1.96,1.4,2.07,-99.0,9.2577,0.077425,9.2874,0.154492,9.182,9.33336,9.22943,9.31,9.0918,9.14082,9.483,9.22479,9.19,9.08017,9.22696,9.22075,9.16221,9.22075,9.26423,0.07738,9.25191,0.18276
16578,214.9526732,52.9074253,26.3912,0,0.35,0,2.211,-99.0,-99,-99,2.211,0.97,2.78,0.29,3.29,-99.0,8.4059,0.061197,8.60132,0.258237,8.3457,8.46614,8.38721,8.7,8.5071,8.49817,9.101,8.51445,8.21,8.20805,8.27211,8.3958,8.2996,8.3958,8.41007,0.06122,8.61071,0.42806
16582,214.9913335,52.9348351,25.5797,0,0.08,0,2.265,-99.0,-99,-99,2.265,1.13,2.64,0.34,2.87,-99.0,8.3771,0.25615,8.63518,0.140936,8.4878,8.62512,8.12904,8.77,8.7573,8.58659,8.431,8.58243,8.9,8.41091,8.43854,8.51801,8.47363,8.48796,8.46665,0.20422,8.62846,0.14109
16583,215.0348225,52.9647479,23.5483,0,0.0,0,2.271,-99.0,-99,-99,2.271,1.96,2.23,1.82,2.35,-99.0,9.8403,0.117427,9.8867,0.09715,9.7251,9.8794,9.95554,10.02,9.7534,9.9059,9.94,9.88486,9.82,9.67199,9.81696,9.85188,9.71703,9.85188,9.85542,0.1135,9.89551,0.09221
16586,214.949409,52.9045009,23.5328,0,0.01,0,1.961,-99.0,-99,-99,1.961,2.44,2.6,2.37,2.67,-99.0,10.4282,0.208866,10.5648,0.061852,10.1982,10.4511,10.6126,10.57,10.5141,10.5597,10.677,10.5442,10.37,10.1083,10.1482,10.1069,10.1919,10.1983,10.453,0.15806,10.552,0.06988
16590,215.0858282,53.0015784,26.3545,0,0.35,0,1.558,-99.0,-99,-99,1.558,0.9,2.42,0.38,4.04,-99.0,8.2509,0.333723,8.64434,0.092787,8.4188,8.57028,7.93161,8.74,8.5847,8.64434,8.709,8.51107,8.61,8.28497,8.34746,8.47836,8.37852,8.47836,8.41884,0.2745,8.64045,0.08882
16596,214.8387006,52.8265418,26.4404,0,0.35,0,1.626,-99.0,-99,-99,1.626,0.71,2.9,0.24,3.84,-99.0,8.3062,0.063883,8.34135,0.076618,8.2426,8.31647,8.36977,8.49,8.2894,8.33925,8.326,8.3567,7.76,8.13018,8.18126,8.27754,8.20158,8.24267,8.31081,0.06324,8.4157,0.08858
16597,215.0672929,52.988483,25.6452,0,0.04,0,1.46,-99.0,-99,-99,1.46,0.91,1.86,0.51,2.41,-99.0,8.2356,0.528568,8.37889,0.265721,8.2356,8.35554,7.38596,8.54,8.3213,8.49541,7.873,8.37889,8.3,8.10113,8.15116,8.26286,8.1932,8.23567,8.09876,0.36226,8.41702,0.20508
16598,215.043283,52.9716186,25.5361,0,0.15,0,0.779,-99.0,-99,-99,0.779,1.29,1.76,0.86,2.04,-99.0,7.8527,0.382678,7.64965,0.186209,7.68,7.48328,8.2222,7.67,7.6293,7.49872,8.002,7.66326,7.17,7.59083,7.60537,7.68754,7.65688,7.68012,7.99394,0.67337,7.66664,0.26207
16600,215.0748542,52.9935252,24.1735,0,0.02,0,2.019,-99.0,-99,-99,2.019,2.05,2.33,1.85,2.38,-99.0,9.0823,0.140173,9.40365,0.1103,9.2142,8.95054,9.16495,9.52,9.3253,9.25431,9.482,9.36342,9.35,9.08547,9.12516,9.27196,9.1831,9.08547,9.13464,0.13374,9.41068,0.10788
16608,214.8513994,52.835561,25.5385,0,0.26,0,1.553,-99.0,-99,-99,1.553,1.19,2.3,0.51,2.7,-99.0,8.5066,0.041424,8.50012,0.255205,8.4354,8.50109,8.51202,8.7,8.2524,8.43759,8.84,8.30025,8.61,8.31085,8.3472,8.45478,8.40027,8.31085,8.47541,0.04113,8.54458,0.23342
16609,215.0821951,52.999104,25.7759,0,0.36,0,1.699,-99.0,-99,-99,1.699,1.45,2.18,1.13,2.54,-99.0,8.5927,0.111485,8.6254,0.04836,8.4552,8.66525,8.62511,8.7,8.6538,8.60735,8.597,8.58198,8.66,8.33652,8.44145,8.5128,8.41734,8.5128,8.57282,0.10789,8.62633,0.04969
16613,214.944894,52.9019697,25.2114,0,0.08,0,1.719,-99.0,-99,-99,1.719,1.23,2.07,0.81,2.47,-99.0,8.8779,0.09999,8.89585,0.264642,8.7805,8.83884,8.97534,9.02,8.7717,8.83702,9.436,8.89366,7.51,8.65382,8.81955,8.86988,8.74363,8.86988,8.88876,0.0996,8.93808,0.42212
16617,215.1534159,53.0492495,26.5538,0,0.35,0,1.407,-99.0,-99,-99,1.407,0.92,2.5,0.5,2.9,-99.0,8.0317,0.242705,8.33961,0.170398,7.7911,8.0867,8.2723,8.32,8.211,8.28578,8.655,8.35923,7.96,7.65654,7.71417,7.82978,7.74652,7.79117,8.09519,0.22088,8.32406,0.23012
16622,215.0478011,52.9749089,26.308,0,0.45,0,2.206,-99.0,-99,-99,2.206,1.19,2.66,0.53,3.01,-99.0,8.036,0.567827,8.6644,0.175138,8.2285,8.59283,7.47914,8.72,8.6088,8.5437,8.935,8.49471,8.23,8.0841,8.13014,8.25852,8.17848,8.2286,7.99864,0.46786,8.64073,0.23029
16626,214.8235201,52.8152613,23.7538,0,0.01,0,1.557,-99.0,-99,-99,1.557,1.41,1.6,1.33,1.69,-99.0,9.6984,0.107259,9.76379,0.094833,9.5985,9.79829,9.76597,9.82,9.605,9.79113,9.831,9.70758,9.56,9.48077,9.68832,9.72949,9.59069,9.68832,9.70977,0.10411,9.77366,0.08916
16627,215.1316642,53.0336061,23.9289,0,0.05,0,1.607,-99.0,-99,-99,1.607,1.56,1.7,1.52,1.78,-99.0,8.9792,0.262126,9.05647,0.183227,8.9792,9.19015,8.66904,9.25,9.086,8.94503,8.815,9.21588,9.17,8.8321,8.8354,8.99066,8.93672,8.8321,9.00347,0.24014,9.10123,0.16126
16629,215.0955313,53.0081254,24.3298,0,0.0,0,1.665,-99.0,-99,-99,1.665,1.47,1.83,1.36,1.99,-99.0,9.353,0.058784,9.35486,0.080644,9.2944,9.36059,9.41162,9.45,9.2769,9.42862,9.369,9.2811,9.19,9.194,9.33202,9.32833,9.28416,9.32833,9.36059,0.05782,9.37202,0.08012
16636,215.0322656,52.9638743,25.2589,0,0.0,0,2.43,-99.0,-99,-99,2.43,1.84,2.73,0.63,2.97,-99.0,9.0439,0.088267,9.13611,0.118835,9.0669,9.13111,8.9566,9.23,8.9196,9.05805,9.167,9.12821,8.84,8.96096,9.07366,9.11891,9.03474,9.11891,9.08389,0.08651,9.12821,0.10949
16637,215.0711371,52.9914415,26.0662,0,0.35,0,2.058,-99.0,-99,-99,2.058,0.73,3.12,0.22,3.92,-99.0,8.1839,0.42842,8.61086,0.24309,8.4486,8.58418,7.78369,8.74,8.46,8.48173,9.044,8.55607,7.27,8.32141,8.36366,8.48796,8.41035,8.4487,8.34697,0.23375,8.64397,0.34963
16642,214.662101,52.7003416,24.5383,0,0.0,0,1.667,-99.0,-99,-99,1.667,1.42,1.82,1.07,2.05,-99.0,9.0504,0.063456,9.07694,0.183577,9.0055,9.12703,9.03463,9.2,8.9037,8.95622,9.355,9.07577,9.03,8.90949,9.02523,9.03622,8.98493,9.03622,9.0705,0.06357,9.14231,0.20772
16644,215.1662975,53.0583965,26.106,0,0.36,0,1.495,-99.0,-99,-99,1.495,1.14,2.11,0.73,2.46,-99.0,8.4407,0.190359,8.48329,0.414014,8.2116,8.57689,8.48714,8.5,8.5667,8.51957,7.591,8.46659,8.4,8.06821,8.1456,8.27259,8.16532,8.27259,8.43157,0.17595,8.49388,0.19162
16645,215.0188997,52.9546326,26.4511,0,0.35,0,1.571,-99.0,-99,-99,1.571,0.66,2.56,0.26,3.02,-99.0,7.8564,0.06231,7.81816,0.230852,7.898,7.77612,7.81471,7.91,7.7124,7.64187,8.218,7.74025,7.96,7.789,7.80628,7.91251,7.86695,7.89814,7.81471,0.06631,7.82234,0.34709
16648,215.0358157,52.966575,25.8029,0,0.35,0,0.646,-99.0,-99,-99,0.646,0.68,2.09,0.21,2.64,-99.0,7.722,0.434044,7.30705,0.144849,7.4535,7.31658,8.12743,7.43,7.3461,7.22246,7.06,7.3533,7.27,7.34592,7.37203,7.46253,7.41797,7.45363,7.88882,0.35541,7.28866,0.13343
16650,215.0922712,53.0058807,24.6383,0,0.0,0,2.24,-99.0,-99,-99,2.24,1.78,2.45,1.4,2.75,-99.0,9.4276,0.144491,9.5261,0.102189,9.2971,9.41437,9.58444,9.57,9.4822,9.6917,9.447,9.46036,9.59,9.20329,9.2697,9.32989,9.27092,9.32989,9.46411,0.13421,9.51863,0.11646
16656,215.0902962,53.00505,25.0721,0,0.35,0,1.458,-99.0,-99,-99,1.458,1.48,1.99,1.28,2.24,-99.0,8.4309,0.147391,8.7953,0.185281,8.2919,8.51604,8.56984,8.63,8.9286,8.662,9.004,8.60813,8.61,8.13691,8.21387,8.34646,8.2385,8.29205,8.48555,0.12104,8.79728,0.19039
16660,215.0843559,53.0009001,25.783,0,0.1,0,1.355,-99.0,-99,-99,1.355,1.14,1.86,0.89,2.21,-99.0,7.7565,0.615782,8.38043,0.123385,8.1171,8.33599,7.17696,8.46,8.2123,8.41078,8.54,8.35007,8.05,7.96632,8.05005,8.1674,8.06022,8.1172,8.06407,0.35624,8.40743,0.11729
16661,214.9061786,52.874828,25.8198,0,0.37,0,1.715,-99.0,-99,-99,1.715,1.51,2.32,1.16,2.6,-99.0,8.3492,0.207113,8.66998,0.25153,8.1556,8.5429,8.4764,8.74,8.6244,8.5523,9.17,8.59996,8.0,8.01388,8.1582,8.22755,8.10751,8.22755,8.39106,0.18975,8.6756,0.42422
16662,214.9132373,52.8795382,24.3957,0,0.09,0,1.937,-99.0,-99,-99,1.937,1.49,2.3,1.19,2.48,-99.0,8.7872,0.41969,9.06276,0.260541,8.8117,9.20663,8.36773,9.15,9.0333,8.59605,9.293,9.03387,9.09,8.71162,8.72952,8.81659,8.78667,8.71162,8.8117,0.39066,9.08369,0.21036
16666,214.9351408,52.8951094,24.4521,0,0.02,0,1.592,-99.0,-99,-99,1.592,1.12,1.76,0.96,2.01,-99.0,9.3861,0.11712,9.27812,0.102235,9.2117,9.38609,9.43425,9.37,9.1459,9.36059,9.326,9.19565,9.32,9.1104,9.26032,9.25676,9.19691,9.25676,9.33706,0.11298,9.27225,0.09613
16669,214.7366778,52.7536922,24.7862,0,0.0,0,2.264,-99.0,-99,-99,2.264,1.5,2.29,1.29,2.53,-99.0,9.384,0.137616,9.45285,0.098718,9.2618,9.50611,9.49374,9.59,9.4627,9.5412,9.443,9.33286,9.51,9.14054,9.23721,9.31569,9.22049,9.31569,9.40092,0.10755,9.49487,0.09623
16676,215.1011447,53.0128146,25.8576,0,0.36,0,1.956,-99.0,-99,-99,1.956,0.83,2.63,0.27,3.15,-99.0,8.6304,0.163373,8.94097,0.129609,8.6174,8.79357,8.46716,8.99,8.8977,8.87841,9.187,8.89194,8.39,8.48774,8.53434,8.65447,8.5743,8.61755,8.66034,0.1577,8.94206,0.16571
16677,214.775126,52.781481,25.239,0,0.0,0,1.982,-99.0,-99,-99,1.982,1.44,2.49,1.15,2.75,-99.0,8.2964,0.598772,9.04602,0.018169,8.6009,8.8688,7.72403,9.02,9.0468,9.06893,9.057,9.04368,7.55,8.46594,8.48001,8.61799,8.56292,8.46594,8.59782,0.37622,9.04524,0.01812
16680,215.2095222,53.0888616,25.5148,2,0.08,0,1.773,-99.0,-99,-99,1.773,1.23,2.35,0.85,2.67,-99.0,8.8337,0.286466,8.74105,0.354023,8.5722,9.09515,9.03623,8.9,8.5821,8.88252,9.454,8.59238,8.48,8.46659,8.52739,8.59137,8.54312,8.57226,9.03623,0.24924,8.88252,0.5865
16683,215.064329,52.9869309,25.9316,0,0.36,0,1.468,-99.0,-99,-99,1.468,0.86,2.38,0.35,2.75,-99.0,8.1865,0.17412,8.19057,0.297288,8.0506,8.34189,8.031,8.31,7.8925,8.07115,8.677,8.13516,7.77,7.92063,7.95672,8.07763,8.01001,8.05066,8.13974,0.16853,8.17914,0.4901
16685,215.122529,53.0279438,26.1158,0,0.43,0,2.147,-99.0,-99,-99,2.147,1.33,2.63,0.36,3.0,-99.0,8.4317,0.064827,8.59538,0.129743,8.3677,8.49566,8.41347,8.63,8.6322,8.39305,8.746,8.56076,7.73,8.25335,8.29695,8.39098,8.33426,8.39098,8.43639,0.07007,8.59795,0.11444
16687,214.8706532,52.8497651,26.3528,0,0.36,0,1.372,-99.0,-99,-99,1.372,0.67,2.7,0.24,3.2,-99.0,7.8251,0.144287,7.8676,0.295842,7.8251,7.98034,7.69205,7.97,7.7292,7.58816,8.35,7.7652,7.9,7.69419,7.72954,7.84789,7.78374,7.69419,7.84273,0.17515,7.87956,0.43968
16689,215.0815569,52.998692,24.2403,0,0.0,0,1.669,-99.0,-99,-99,1.669,1.29,1.99,1.09,2.22,-99.0,9.4084,0.095893,9.34158,0.081029,9.3164,9.45545,9.50037,9.42,9.2595,9.37199,9.422,9.26316,9.38,9.23048,9.33662,9.33028,9.30592,9.33028,9.41807,0.09338,9.34862,0.07945
16691,214.8823116,52.8580695,26.3026,0,0.08,0,1.738,-99.0,-99,-99,1.738,1.13,2.35,0.63,2.75,-99.0,8.7782,0.204741,8.57235,0.113203,8.4257,8.78239,8.77822,8.69,8.5599,8.70969,8.435,8.54501,8.45,8.32253,8.36718,8.45057,8.39089,8.42581,8.63824,0.14027,8.58095,0.11178
16692,214.8061073,52.8036726,25.419,0,0.02,0,1.727,-99.0,-99,-99,1.727,1.4,1.94,0.99,2.28,-99.0,8.5869,0.122858,8.60951,0.154627,8.546,8.77626,8.58692,8.74,8.5889,8.48671,8.89,8.62242,8.64,8.45126,8.47293,8.55953,8.51927,8.45126,8.6762,0.12179,8.68518,0.16985
16695,215.1782928,53.0668343,24.641,0,0.0,0,1.46,-99.0,-99,-99,1.46,1.22,1.72,1.0,1.98,-99.0,8.6905,0.107022,8.85451,0.104509,8.7229,8.75841,8.55787,8.93,8.6613,8.89493,8.844,8.86503,8.65,8.60274,8.74029,8.77169,8.69104,8.77169,8.66961,0.10383,8.88023,0.09073
16697,215.0604651,52.9842378,26.0578,0,0.36,0,1.558,-99.0,-99,-99,1.558,1.1,1.83,0.88,2.17,-99.0,8.4056,0.159287,8.48962,0.118072,8.3373,8.53348,8.21801,8.59,8.3115,8.57449,8.397,8.47098,8.39,8.20315,8.2722,8.38308,8.29113,8.33743,8.4256,0.15528,8.47098,0.11606
